0	-5	0	-6	0	-4	0	-3	0	-5	0	-3
0.80566	-6	0.80566	-4	0.80566	-2	0.80566	-2	0.80566	0	0.80566	-5
1.6113	-5	1.6113	-4	1.6113	-4	1.6113	-1	1.6113	-1	1.6113	-3
2.417	-4	2.417	-3	2.417	-3	2.417	0	2.417	-4	2.417	-3
3.2227	-1	3.2227	-4	3.2227	-6	3.2227	2	3.2227	-2	3.2227	-2
4.0283	-4	4.0283	-3	4.0283	-3	4.0283	1	4.0283	-4	4.0283	0
4.834	-5	4.834	-3	4.834	-2	4.834	1	4.834	0	4.834	-3
5.6396	-3	5.6396	-3	5.6396	-4	5.6396	0	5.6396	-1	5.6396	-8
6.4453	-5	6.4453	-2	6.4453	-3	6.4453	4	6.4453	-1	6.4453	-2
7.251	-4	7.251	-3	7.251	-3	7.251	1	7.251	1	7.251	-2
8.0566	-3	8.0566	1	8.0566	-1	8.0566	-1	8.0566	-7	8.0566	-2
8.8623	0	8.8623	-2	8.8623	-3	8.8623	-1	8.8623	0	8.8623	-2
9.668	-4	9.668	-9	9.668	0	9.668	1	9.668	-2	9.668	-1
10.474	-4	10.474	-1	10.474	-4	10.474	1	10.474	0	10.474	3
11.279	0	11.279	-2	11.279	-4	11.279	0	11.279	1	11.279	1
12.085	-5	12.085	-2	12.085	-1	12.085	2	12.085	1	12.085	-1
12.891	-2	12.891	-3	12.891	2	12.891	-1	12.891	4	12.891	0
13.696	-1	13.696	-2	13.696	-1	13.696	6	13.696	1	13.696	0
14.502	-1	14.502	3	14.502	-2	14.502	0	14.502	2	14.502	3
15.308	0	15.308	0	15.308	-1	15.308	2	15.308	1	15.308	2
16.113	-3	16.113	0	16.113	2	16.113	2	16.113	2	16.113	4
16.919	1	16.919	-2	16.919	5	16.919	2	16.919	2	16.919	1
17.725	0	17.725	0	17.725	1	17.725	3	17.725	1	17.725	2
18.53	-1	18.53	1	18.53	0	18.53	3	18.53	4	18.53	3
19.336	1	19.336	2	19.336	-1	19.336	3	19.336	3	19.336	4
20.142	1	20.142	1	20.142	0	20.142	4	20.142	3	20.142	3
20.947	0	20.947	2	20.947	1	20.947	5	20.947	3	20.947	3
21.753	-1	21.753	2	21.753	1	21.753	4	21.753	3	21.753	2
22.559	-1	22.559	-3	22.559	-1	22.559	6	22.559	3	22.559	3
23.364	-2	23.364	1	23.364	0	23.364	4	23.364	-1	23.364	-5
24.17	1	24.17	3	24.17	1	24.17	6	24.17	-1	24.17	2
24.976	-1	24.976	3	24.976	1	24.976	5	24.976	4	24.976	3
25.781	3	25.781	3	25.781	3	25.781	7	25.781	2	25.781	2
26.587	2	26.587	2	26.587	2	26.587	5	26.587	3	26.587	-6
27.393	2	27.393	1	27.393	3	27.393	5	27.393	3	27.393	3
28.198	2	28.198	2	28.198	5	28.198	6	28.198	3	28.198	4
29.004	4	29.004	4	29.004	1	29.004	5	29.004	11	29.004	4
29.81	3	29.81	0	29.81	1	29.81	7	29.81	4	29.81	4
30.615	2	30.615	1	30.615	3	30.615	6	30.615	5	30.615	3
31.421	1	31.421	2	31.421	2	31.421	5	31.421	4	31.421	5
32.227	3	32.227	0	32.227	2	32.227	6	32.227	3	32.227	5
33.032	1	33.032	3	33.032	4	33.032	4	33.032	4	33.032	6
33.838	3	33.838	2	33.838	1	33.838	5	33.838	4	33.838	5
34.644	3	34.644	3	34.644	2	34.644	6	34.644	7	34.644	4
35.449	-4	35.449	2	35.449	3	35.449	5	35.449	7	35.449	5
36.255	3	36.255	2	36.255	2	36.255	4	36.255	6	36.255	3
37.061	3	37.061	3	37.061	3	37.061	6	37.061	5	37.061	5
37.866	2	37.866	3	37.866	3	37.866	7	37.866	8	37.866	4
38.672	3	38.672	2	38.672	1	38.672	6	38.672	7	38.672	1
39.478	2	39.478	2	39.478	3	39.478	7	39.478	7	39.478	6
40.283	3	40.283	1	40.283	5	40.283	10	40.283	5	40.283	5
41.089	3	41.089	3	41.089	2	41.089	9	41.089	7	41.089	5
41.895	3	41.895	3	41.895	3	41.895	7	41.895	8	41.895	5
42.7	5	42.7	5	42.7	4	42.7	6	42.7	6	42.7	5
43.506	2	43.506	5	43.506	4	43.506	6	43.506	5	43.506	5
44.312	3	44.312	3	44.312	4	44.312	7	44.312	3	44.312	8
45.117	2	45.117	-2	45.117	4	45.117	4	45.117	4	45.117	8
45.923	2	45.923	3	45.923	4	45.923	6	45.923	6	45.923	6
46.729	3	46.729	4	46.729	2	46.729	9	46.729	4	46.729	7
47.534	5	47.534	5	47.534	4	47.534	7	47.534	7	47.534	5
48.34	4	48.34	4	48.34	4	48.34	7	48.34	5	48.34	7
49.146	0	49.146	5	49.146	7	49.146	9	49.146	8	49.146	6
49.951	3	49.951	2	49.951	4	49.951	7	49.951	4	49.951	5
50.757	5	50.757	5	50.757	6	50.757	11	50.757	4	50.757	6
51.563	5	51.563	4	51.563	4	51.563	7	51.563	6	51.563	7
52.368	5	52.368	4	52.368	5	52.368	6	52.368	6	52.368	12
53.174	5	53.174	4	53.174	5	53.174	8	53.174	7	53.174	5
53.979	6	53.979	5	53.979	5	53.979	9	53.979	7	53.979	7
54.785	7	54.785	4	54.785	5	54.785	8	54.785	8	54.785	6
55.591	6	55.591	4	55.591	4	55.591	10	55.591	10	55.591	8
56.396	5	56.396	3	56.396	5	56.396	8	56.396	10	56.396	6
57.202	3	57.202	5	57.202	5	57.202	9	57.202	6	57.202	11
58.008	5	58.008	9	58.008	5	58.008	8	58.008	7	58.008	5
58.813	5	58.813	1	58.813	6	58.813	6	58.813	9	58.813	8
59.619	6	59.619	4	59.619	6	59.619	7	59.619	7	59.619	7
60.425	6	60.425	6	60.425	5	60.425	10	60.425	8	60.425	9
61.23	5	61.23	4	61.23	5	61.23	8	61.23	3	61.23	8
62.036	10	62.036	7	62.036	4	62.036	9	62.036	6	62.036	10
62.842	6	62.842	4	62.842	6	62.842	10	62.842	7	62.842	9
63.647	6	63.647	5	63.647	4	63.647	8	63.647	10	63.647	7
64.453	9	64.453	4	64.453	5	64.453	10	64.453	5	64.453	8
65.259	4	65.259	6	65.259	5	65.259	13	65.259	9	65.259	9
66.064	5	66.064	4	66.064	6	66.064	1	66.064	8	66.064	7
66.87	9	66.87	6	66.87	6	66.87	12	66.87	7	66.87	10
67.676	7	67.676	6	67.676	8	67.676	9	67.676	8	67.676	8
68.481	8	68.481	6	68.481	4	68.481	10	68.481	10	68.481	9
69.287	4	69.287	6	69.287	5	69.287	11	69.287	7	69.287	9
70.093	6	70.093	7	70.093	8	70.093	10	70.093	8	70.093	11
70.898	3	70.898	6	70.898	6	70.898	12	70.898	7	70.898	8
71.704	6	71.704	7	71.704	6	71.704	9	71.704	8	71.704	8
72.51	5	72.51	7	72.51	7	72.51	11	72.51	8	72.51	9
73.315	4	73.315	7	73.315	6	73.315	11	73.315	11	73.315	11
74.121	5	74.121	9	74.121	5	74.121	10	74.121	10	74.121	9
74.927	4	74.927	7	74.927	5	74.927	11	74.927	9	74.927	10
75.732	10	75.732	6	75.732	5	75.732	11	75.732	10	75.732	10
76.538	6	76.538	6	76.538	7	76.538	9	76.538	10	76.538	9
77.344	5	77.344	6	77.344	7	77.344	10	77.344	9	77.344	7
78.149	6	78.149	7	78.149	8	78.149	12	78.149	9	78.149	10
78.955	8	78.955	8	78.955	6	78.955	12	78.955	11	78.955	8
79.761	9	79.761	8	79.761	6	79.761	11	79.761	9	79.761	8
80.566	7	80.566	8	80.566	6	80.566	11	80.566	9	80.566	10
81.372	7	81.372	8	81.372	5	81.372	13	81.372	10	81.372	11
82.178	8	82.178	8	82.178	6	82.178	11	82.178	6	82.178	8
82.983	5	82.983	7	82.983	7	82.983	12	82.983	8	82.983	8
83.789	6	83.789	-2	83.789	8	83.789	13	83.789	11	83.789	10
84.595	6	84.595	8	84.595	9	84.595	10	84.595	8	84.595	10
85.4	6	85.4	9	85.4	10	85.4	12	85.4	11	85.4	10
86.206	8	86.206	7	86.206	11	86.206	10	86.206	10	86.206	11
87.012	8	87.012	8	87.012	7	87.012	11	87.012	8	87.012	9
87.817	7	87.817	8	87.817	8	87.817	11	87.817	9	87.817	10
88.623	8	88.623	7	88.623	6	88.623	11	88.623	6	88.623	7
89.429	9	89.429	8	89.429	10	89.429	7	89.429	11	89.429	11
90.234	9	90.234	9	90.234	9	90.234	12	90.234	8	90.234	10
91.04	10	91.04	7	91.04	10	91.04	11	91.04	10	91.04	12
91.846	10	91.846	10	91.846	8	91.846	13	91.846	11	91.846	10
92.651	7	92.651	8	92.651	6	92.651	14	92.651	11	92.651	10
93.457	9	93.457	8	93.457	6	93.457	14	93.457	11	93.457	15
94.263	9	94.263	10	94.263	8	94.263	12	94.263	10	94.263	12
95.068	8	95.068	8	95.068	10	95.068	10	95.068	11	95.068	11
95.874	9	95.874	10	95.874	9	95.874	12	95.874	11	95.874	11
96.68	8	96.68	7	96.68	7	96.68	12	96.68	15	96.68	9
97.485	11	97.485	8	97.485	10	97.485	14	97.485	14	97.485	11
98.291	9	98.291	9	98.291	8	98.291	13	98.291	10	98.291	11
99.097	9	99.097	8	99.097	9	99.097	12	99.097	12	99.097	11
99.902	9	99.902	8	99.902	9	99.902	12	99.902	11	99.902	11
100.71	9	100.71	8	100.71	4	100.71	12	100.71	13	100.71	10
101.51	9	101.51	8	101.51	8	101.51	13	101.51	9	101.51	10
102.32	8	102.32	9	102.32	8	102.32	14	102.32	12	102.32	11
103.13	9	103.13	7	103.13	7	103.13	13	103.13	10	103.13	12
103.93	2	103.93	5	103.93	10	103.93	12	103.93	11	103.93	13
104.74	4	104.74	9	104.74	10	104.74	15	104.74	10	104.74	11
105.54	10	105.54	10	105.54	8	105.54	14	105.54	10	105.54	10
106.35	11	106.35	10	106.35	8	106.35	12	106.35	13	106.35	10
107.15	10	107.15	9	107.15	7	107.15	14	107.15	10	107.15	11
107.96	9	107.96	10	107.96	8	107.96	15	107.96	10	107.96	12
108.76	8	108.76	10	108.76	10	108.76	17	108.76	10	108.76	13
109.57	11	109.57	10	109.57	8	109.57	14	109.57	14	109.57	11
110.38	9	110.38	10	110.38	10	110.38	15	110.38	12	110.38	7
111.18	10	111.18	11	111.18	9	111.18	13	111.18	12	111.18	12
111.99	13	111.99	9	111.99	11	111.99	12	111.99	12	111.99	11
112.79	10	112.79	10	112.79	10	112.79	13	112.79	9	112.79	11
113.6	10	113.6	10	113.6	8	113.6	16	113.6	12	113.6	12
114.4	13	114.4	10	114.4	9	114.4	12	114.4	11	114.4	12
115.21	9	115.21	10	115.21	11	115.21	14	115.21	12	115.21	16
116.02	10	116.02	9	116.02	9	116.02	14	116.02	10	116.02	10
116.82	8	116.82	9	116.82	8	116.82	16	116.82	11	116.82	12
117.63	11	117.63	10	117.63	7	117.63	15	117.63	10	117.63	11
118.43	11	118.43	9	118.43	12	118.43	15	118.43	11	118.43	10
119.24	9	119.24	9	119.24	11	119.24	14	119.24	10	119.24	12
120.04	11	120.04	10	120.04	3	120.04	14	120.04	12	120.04	11
120.85	10	120.85	9	120.85	10	120.85	13	120.85	13	120.85	14
121.66	9	121.66	13	121.66	9	121.66	12	121.66	15	121.66	12
122.46	9	122.46	10	122.46	7	122.46	13	122.46	12	122.46	13
123.27	19	123.27	10	123.27	9	123.27	13	123.27	11	123.27	13
124.07	11	124.07	9	124.07	12	124.07	13	124.07	16	124.07	13
124.88	11	124.88	10	124.88	20	124.88	11	124.88	14	124.88	12
125.68	9	125.68	9	125.68	12	125.68	13	125.68	11	125.68	11
126.49	9	126.49	8	126.49	10	126.49	12	126.49	11	126.49	8
127.29	9	127.29	11	127.29	11	127.29	13	127.29	13	127.29	12
128.1	11	128.1	10	128.1	9	128.1	12	128.1	11	128.1	15
128.91	10	128.91	9	128.91	10	128.91	12	128.91	12	128.91	13
129.71	9	129.71	10	129.71	11	129.71	14	129.71	12	129.71	13
130.52	9	130.52	9	130.52	10	130.52	14	130.52	15	130.52	15
131.32	9	131.32	11	131.32	11	131.32	13	131.32	15	131.32	12
132.13	8	132.13	11	132.13	11	132.13	14	132.13	15	132.13	11
132.93	7	132.93	10	132.93	10	132.93	12	132.93	16	132.93	14
133.74	11	133.74	11	133.74	10	133.74	15	133.74	13	133.74	16
134.55	11	134.55	9	134.55	12	134.55	15	134.55	14	134.55	13
135.35	13	135.35	9	135.35	11	135.35	15	135.35	13	135.35	13
136.16	11	136.16	10	136.16	9	136.16	14	136.16	14	136.16	11
136.96	12	136.96	9	136.96	8	136.96	14	136.96	12	136.96	15
137.77	11	137.77	10	137.77	10	137.77	13	137.77	14	137.77	16
138.57	10	138.57	10	138.57	10	138.57	15	138.57	15	138.57	14
139.38	8	139.38	16	139.38	13	139.38	13	139.38	15	139.38	12
140.19	9	140.19	9	140.19	9	140.19	16	140.19	14	140.19	13
140.99	12	140.99	12	140.99	11	140.99	12	140.99	13	140.99	14
141.8	10	141.8	10	141.8	10	141.8	15	141.8	15	141.8	15
142.6	10	142.6	11	142.6	12	142.6	14	142.6	16	142.6	14
143.41	12	143.41	12	143.41	11	143.41	17	143.41	15	143.41	13
144.21	13	144.21	11	144.21	13	144.21	17	144.21	12	144.21	12
145.02	10	145.02	13	145.02	11	145.02	18	145.02	12	145.02	12
145.83	15	145.83	11	145.83	12	145.83	17	145.83	12	145.83	15
146.63	13	146.63	13	146.63	12	146.63	16	146.63	13	146.63	22
147.44	10	147.44	10	147.44	13	147.44	16	147.44	13	147.44	14
148.24	12	148.24	12	148.24	12	148.24	17	148.24	12	148.24	13
149.05	12	149.05	11	149.05	12	149.05	17	149.05	14	149.05	16
149.85	13	149.85	11	149.85	11	149.85	16	149.85	15	149.85	14
150.66	12	150.66	9	150.66	14	150.66	13	150.66	18	150.66	15
151.46	11	151.46	11	151.46	12	151.46	17	151.46	15	151.46	14
152.27	13	152.27	6	152.27	12	152.27	16	152.27	14	152.27	16
153.08	13	153.08	13	153.08	12	153.08	14	153.08	15	153.08	17
153.88	10	153.88	12	153.88	20	153.88	18	153.88	15	153.88	15
154.69	11	154.69	11	154.69	13	154.69	16	154.69	16	154.69	13
155.49	12	155.49	12	155.49	10	155.49	15	155.49	16	155.49	8
156.3	12	156.3	11	156.3	11	156.3	16	156.3	16	156.3	13
157.1	11	157.1	11	157.1	11	157.1	15	157.1	14	157.1	14
157.91	11	157.91	12	157.91	14	157.91	16	157.91	13	157.91	12
158.72	12	158.72	11	158.72	12	158.72	17	158.72	14	158.72	14
159.52	11	159.52	11	159.52	11	159.52	17	159.52	13	159.52	13
160.33	10	160.33	12	160.33	15	160.33	15	160.33	11	160.33	13
161.13	12	161.13	12	161.13	13	161.13	17	161.13	15	161.13	16
161.94	12	161.94	11	161.94	11	161.94	16	161.94	14	161.94	15
162.74	11	162.74	12	162.74	10	162.74	20	162.74	16	162.74	11
163.55	11	163.55	12	163.55	12	163.55	14	163.55	12	163.55	15
164.36	13	164.36	11	164.36	12	164.36	18	164.36	13	164.36	16
165.16	13	165.16	12	165.16	13	165.16	15	165.16	16	165.16	13
165.97	12	165.97	11	165.97	10	165.97	14	165.97	15	165.97	14
166.77	13	166.77	10	166.77	12	166.77	15	166.77	16	166.77	15
167.58	11	167.58	12	167.58	11	167.58	18	167.58	15	167.58	15
168.38	21	168.38	12	168.38	12	168.38	16	168.38	19	168.38	16
169.19	12	169.19	13	169.19	12	169.19	16	169.19	16	169.19	16
170	13	170	12	170	11	170	17	170	16	170	16
170.8	12	170.8	12	170.8	10	170.8	17	170.8	15	170.8	17
171.61	14	171.61	11	171.61	13	171.61	10	171.61	16	171.61	18
172.41	14	172.41	16	172.41	12	172.41	16	172.41	15	172.41	15
173.22	15	173.22	13	173.22	12	173.22	17	173.22	15	173.22	16
174.02	12	174.02	12	174.02	12	174.02	16	174.02	14	174.02	17
174.83	13	174.83	17	174.83	12	174.83	17	174.83	15	174.83	19
175.63	12	175.63	14	175.63	13	175.63	19	175.63	16	175.63	15
176.44	11	176.44	12	176.44	14	176.44	19	176.44	16	176.44	20
177.25	11	177.25	12	177.25	12	177.25	17	177.25	16	177.25	16
178.05	13	178.05	11	178.05	13	178.05	17	178.05	16	178.05	12
178.86	12	178.86	13	178.86	13	178.86	18	178.86	12	178.86	15
179.66	13	179.66	13	179.66	14	179.66	17	179.66	17	179.66	15
180.47	13	180.47	14	180.47	18	180.47	16	180.47	14	180.47	16
181.27	12	181.27	11	181.27	13	181.27	17	181.27	16	181.27	15
182.08	13	182.08	12	182.08	12	182.08	17	182.08	19	182.08	14
182.89	11	182.89	13	182.89	14	182.89	16	182.89	15	182.89	14
183.69	12	183.69	13	183.69	12	183.69	15	183.69	17	183.69	16
184.5	13	184.5	14	184.5	12	184.5	15	184.5	16	184.5	13
185.3	14	185.3	12	185.3	14	185.3	20	185.3	13	185.3	16
186.11	12	186.11	13	186.11	12	186.11	17	186.11	16	186.11	18
186.91	18	186.91	15	186.91	11	186.91	18	186.91	16	186.91	17
187.72	15	187.72	13	187.72	14	187.72	19	187.72	18	187.72	18
188.53	17	188.53	17	188.53	14	188.53	17	188.53	17	188.53	16
189.33	14	189.33	15	189.33	15	189.33	16	189.33	17	189.33	16
190.14	14	190.14	15	190.14	13	190.14	19	190.14	19	190.14	17
190.94	14	190.94	13	190.94	14	190.94	17	190.94	17	190.94	13
191.75	13	191.75	13	191.75	11	191.75	18	191.75	19	191.75	19
192.55	14	192.55	12	192.55	12	192.55	16	192.55	18	192.55	16
193.36	13	193.36	13	193.36	14	193.36	24	193.36	16	193.36	17
194.17	13	194.17	10	194.17	15	194.17	18	194.17	17	194.17	20
194.97	18	194.97	12	194.97	14	194.97	18	194.97	14	194.97	17
195.78	13	195.78	15	195.78	10	195.78	23	195.78	18	195.78	17
196.58	14	196.58	13	196.58	16	196.58	20	196.58	15	196.58	17
197.39	14	197.39	14	197.39	15	197.39	15	197.39	17	197.39	16
198.19	10	198.19	13	198.19	13	198.19	17	198.19	12	198.19	16
199	14	199	13	199	13	199	21	199	13	199	17
199.8	13	199.8	14	199.8	13	199.8	18	199.8	15	199.8	18
200.61	16	200.61	13	200.61	13	200.61	18	200.61	15	200.61	16
201.42	15	201.42	13	201.42	15	201.42	18	201.42	16	201.42	16
202.22	14	202.22	13	202.22	14	202.22	16	202.22	17	202.22	16
203.03	15	203.03	14	203.03	12	203.03	20	203.03	17	203.03	16
203.83	13	203.83	13	203.83	13	203.83	19	203.83	19	203.83	16
204.64	15	204.64	14	204.64	16	204.64	20	204.64	21	204.64	16
205.44	15	205.44	14	205.44	16	205.44	20	205.44	17	205.44	18
206.25	15	206.25	14	206.25	14	206.25	20	206.25	15	206.25	18
207.06	15	207.06	12	207.06	15	207.06	20	207.06	16	207.06	15
207.86	19	207.86	13	207.86	14	207.86	19	207.86	16	207.86	18
208.67	15	208.67	14	208.67	13	208.67	18	208.67	17	208.67	16
209.47	15	209.47	14	209.47	13	209.47	21	209.47	18	209.47	17
210.28	15	210.28	13	210.28	13	210.28	16	210.28	17	210.28	15
211.08	14	211.08	11	211.08	12	211.08	20	211.08	19	211.08	19
211.89	16	211.89	14	211.89	14	211.89	20	211.89	17	211.89	20
212.7	21	212.7	18	212.7	14	212.7	18	212.7	18	212.7	18
213.5	15	213.5	14	213.5	14	213.5	19	213.5	17	213.5	18
214.31	14	214.31	14	214.31	15	214.31	19	214.31	15	214.31	18
215.11	14	215.11	15	215.11	14	215.11	20	215.11	18	215.11	19
215.92	14	215.92	14	215.92	17	215.92	21	215.92	12	215.92	16
216.72	14	216.72	17	216.72	16	216.72	20	216.72	18	216.72	17
217.53	13	217.53	15	217.53	16	217.53	28	217.53	16	217.53	15
218.33	13	218.33	14	218.33	16	218.33	19	218.33	18	218.33	19
219.14	15	219.14	15	219.14	14	219.14	19	219.14	22	219.14	16
219.95	14	219.95	14	219.95	15	219.95	22	219.95	20	219.95	19
220.75	14	220.75	18	220.75	16	220.75	19	220.75	18	220.75	17
221.56	15	221.56	15	221.56	14	221.56	21	221.56	18	221.56	21
222.36	16	222.36	15	222.36	14	222.36	19	222.36	21	222.36	20
223.17	15	223.17	14	223.17	15	223.17	19	223.17	18	223.17	19
223.97	15	223.97	15	223.97	15	223.97	19	223.97	17	223.97	19
224.78	15	224.78	13	224.78	15	224.78	19	224.78	19	224.78	19
225.59	16	225.59	14	225.59	15	225.59	22	225.59	21	225.59	17
226.39	12	226.39	14	226.39	15	226.39	21	226.39	20	226.39	19
227.2	13	227.2	15	227.2	13	227.2	20	227.2	16	227.2	18
228	15	228	14	228	15	228	18	228	21	228	19
228.81	16	228.81	16	228.81	16	228.81	19	228.81	18	228.81	16
229.61	16	229.61	15	229.61	16	229.61	18	229.61	19	229.61	20
230.42	14	230.42	14	230.42	15	230.42	21	230.42	17	230.42	20
231.23	15	231.23	14	231.23	14	231.23	21	231.23	22	231.23	18
232.03	15	232.03	15	232.03	15	232.03	20	232.03	19	232.03	17
232.84	17	232.84	14	232.84	18	232.84	22	232.84	20	232.84	19
233.64	14	233.64	15	233.64	15	233.64	21	233.64	19	233.64	16
234.45	16	234.45	18	234.45	13	234.45	21	234.45	21	234.45	20
235.25	14	235.25	16	235.25	17	235.25	20	235.25	21	235.25	17
236.06	15	236.06	14	236.06	14	236.06	21	236.06	22	236.06	18
236.87	15	236.87	15	236.87	15	236.87	20	236.87	19	236.87	20
237.67	15	237.67	15	237.67	16	237.67	20	237.67	19	237.67	17
238.48	14	238.48	16	238.48	15	238.48	19	238.48	18	238.48	19
239.28	15	239.28	15	239.28	15	239.28	23	239.28	20	239.28	18
240.09	16	240.09	15	240.09	17	240.09	21	240.09	18	240.09	17
240.89	16	240.89	15	240.89	13	240.89	23	240.89	19	240.89	22
241.7	16	241.7	14	241.7	13	241.7	22	241.7	17	241.7	19
242.5	12	242.5	15	242.5	14	242.5	20	242.5	18	242.5	21
243.31	16	243.31	14	243.31	15	243.31	19	243.31	18	243.31	20
244.12	17	244.12	17	244.12	17	244.12	21	244.12	19	244.12	20
244.92	15	244.92	15	244.92	16	244.92	23	244.92	18	244.92	20
245.73	16	245.73	15	245.73	16	245.73	23	245.73	21	245.73	18
246.53	13	246.53	15	246.53	17	246.53	22	246.53	20	246.53	16
247.34	16	247.34	15	247.34	13	247.34	19	247.34	19	247.34	20
248.14	17	248.14	15	248.14	16	248.14	22	248.14	19	248.14	19
248.95	16	248.95	16	248.95	17	248.95	20	248.95	14	248.95	21
249.76	16	249.76	15	249.76	14	249.76	21	249.76	19	249.76	19
250.56	14	250.56	16	250.56	15	250.56	22	250.56	18	250.56	21
251.37	15	251.37	16	251.37	15	251.37	21	251.37	18	251.37	23
252.17	12	252.17	16	252.17	17	252.17	22	252.17	21	252.17	20
252.98	16	252.98	16	252.98	16	252.98	21	252.98	20	252.98	21
253.78	16	253.78	16	253.78	16	253.78	22	253.78	20	253.78	19
254.59	17	254.59	16	254.59	15	254.59	25	254.59	21	254.59	20
255.4	15	255.4	16	255.4	16	255.4	22	255.4	20	255.4	17
256.2	16	256.2	17	256.2	16	256.2	19	256.2	18	256.2	19
257.01	14	257.01	17	257.01	18	257.01	21	257.01	19	257.01	22
257.81	14	257.81	17	257.81	18	257.81	23	257.81	22	257.81	21
258.62	15	258.62	17	258.62	15	258.62	23	258.62	19	258.62	19
259.42	16	259.42	18	259.42	17	259.42	20	259.42	17	259.42	19
